SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-21¿ÀÈÄ5:0Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,ShotID(Max),BallSpd.(Max),LaunchAngle(Max),LaunchDirection(Max),BackSpin(Max),SideSpin(Max),Totalspin(Max),SpinAxis(Max),HeadSpd.(Max),ClubPath(Max),FaceAngle(Max),AttackAngle(Max),DynamicLoft(Max),ImpactPoint(H)(Max),ImpactPoint(V)(Max),LowPoint(Max),SwingPlane(Max),SwingDirection(Max),ClubLie(Max),ClosureRate(Max),Faxis(Max),T/Hdiff.(Max),E(Max),Tag(Max),Time(Max),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,
Wave,20250121_163219, SI_2025.01.21_16.32.19_500, 39.36, 13.53, 1.45, 3079.6, 317.6, 3096.0, 5.9, 92.2, 112.4, 33.7, -1.4, -0.1, 57.2, -1.7, 40.09, 17.24, -2.16, 5661.1, -109.5, 5676.0, -1.4, 0, 0, , GCQ,20250121_163219, Iron,  Standard,  38.4,  19.8,  0.4,  4098,  -416,  -5.8,  4119,  101.1,  112.2,  -3.1,  35.5,  14.2,  32.0,  1.20,  -3.5,  7.0,  -7.5,  -0.6,  29.4,  2108.8,  5,  -20.8, , TM4,20250121_163218, 2025-01-21 PM 4:32:18, , , Unknown Player, 9 Iron, Premium, 31.267, -0.7, 4.8999999999999995, 1.9, 60.715, 4.522, 24.171, 0.024, -4.876, 38.3514, 1.2266, 19.408999999999995, 1.0600000000000003, 4135.27, Measured, -13.347, 57.68123245239258, 13.589345077235508, -0.6347434249608338, 90.01667882150639, -2.0252114467400886, 4.353642319121139, 3.637114, 96.8720814442927, -2.3290159149184477, 34.947003359060666, 23.088354110717773, 3.996543, 113.44052902740604, -3.0404638327995883, , , , -4.12, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163216, SD_2025.01.21_16.32.16_054, 38.01, 19.50, 1.34, 6403.4, -470.0, 6420.7, -4.2, 93.8, 103.9, 31.4, 98765.0, 98765.0, 98765.0, 98765.0, 38.82, 24.27, -0.54, 4322.5, -559.6, 4389.7, -7.5, 0, 0, , 
Wave,20250121_163234, SI_2025.01.21_16.32.34_501, 38.18, 19.72, 0.73, 4200.3, -252.8, 4207.9, -3.4, 99.3, 113.2, 31.9, -2.3, 2.4, 60.0, 1.1, 39.09, 19.90, -1.48, 5125.9, -1159.0, 5259.8, -11.9, 0, 0, , GCQ,20250121_163233, Iron,  Standard,  36.9,  16.5,  -0.3,  4108,  -222,  -3.1,  4114,  90.6,  105.5,  -2.3,  29.3,  10.0,  31.1,  1.19,  -6.2,  5.5,  -8.2,  -1.3,  31.9,  1960.9,  10,  -25.3, , TM4,20250121_163233, 2025-01-21 PM 4:32:33, , , Unknown Player, 9 Iron, Premium, 30.131, -5.6, 5.8, 12.6, 58.72699999999999, 2.3, 21.085, -1.448, -7.248000000000001, 37.0688, 1.2303, 16.243, -0.036000000000000004, 4132.28, Measured, -8.575, 51.64606857299805, 9.914358596453745, -0.7667809089187716, 88.93918139750127, -1.1875578191294653, -1.2402336746417255, 3.635297, 86.89528252759179, -1.1783830980089802, 30.43588526690241, 21.851682662963867, 3.52632, 105.05989019637542, -1.2718094811702243, 65.63311038591112, -16.175066682265136, -11.409570952594711, -1.123, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163230, SD_2025.01.21_16.32.30_055, 36.70, 16.82, 0.21, 6190.6, -484.0, 6209.5, -4.5, 81.4, 94.3, 31.4, 98765.0, 98765.0, 98765.0, 98765.0, 37.50, 21.75, -1.34, 3683.6, -898.0, 3884.7, -16.1, 0, 0, , 
Wave,20250121_163248, SI_2025.01.21_16.32.48_503, 36.59, 15.03, -1.23, 3702.1, -683.1, 3764.6, -10.5, 83.0, 101.3, 32.0, -5.9, 2.9, 59.7, -0.4, 37.24, 19.40, -2.97, 5650.8, -462.1, 5664.1, -4.7, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_163337, Iron,  Standard,  35.0,  35.7,  0.5,  3343,  -274,  -4.7,  3354,  91.1,  99.1,  -1.7,  50.5,  24.6,  31.3,  1.12,  -1.5,  4.2,  -4.9,  -2.1,  43.2,  3021.3,  6,  -19.8, , TM4,20250121_163336, 2025-01-21 PM 4:33:36, , , Unknown Player, 9 Iron, Premium, 30.153, -0.6, 4.6, 1.2, 65.285, 4.142, 39.939, -1.2620000000000002, -5.862, 34.6397, 1.1488, 35.622, -0.44, 3356.85, Measured, 42.329, 53.080474853515625, 20.163338172838102, 1.2865617697880993, 88.73309923483998, 3.7824232624941727, -1.7007581179819882, 4.349228, 87.31022169198893, 3.666919055543152, 49.36048469557061, 22.717954635620117, 4.252285, 96.40841380976008, 4.3913633301029025, 63.21611552990363, -8.588202927698793, -15.499107933745062, 4.337, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163334, SD_2025.01.21_16.33.34_057, 34.33, 31.24, 1.29, 8108.6, 1131.0, 8187.1, 7.9, 96.3, 102.2, 33.0, 98765.0, 98765.0, 98765.0, 98765.0, 35.06, 32.92, -3.71, 5778.1, -202.5, 5777.9, -2.7, 0, 0, , 
Wave,20250121_163352, SI_2025.01.21_16.33.52_506, 34.22, 33.61, -0.40, 6205.6, -348.4, 6215.4, -3.2, 84.5, 88.4, 28.8, -3.1, 1.9, 59.5, 0.2, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,20250121_163355, Iron,  Standard,  35.0,  35.8,  -2.4,  2304,  -307,  -7.6,  2324,  94.7,  104.2,  -8.3,  49.1,  24.4,  31.8,  1.10,  -0.2,  5.9,  -10.0,  -2.8,  42.2,  2875.8,  14,  -23.0, , TM4,20250121_163355, 2025-01-21 PM 4:33:55, , , Unknown Player, 9 Iron, Premium, 31.033, 0, 6, -0.2, 61.938, 5.972, 38.21900000000001, -1.4529999999999998, -7.453000000000001, 34.5264, 1.1126, 35.26100000000001, -0.688, 2316.31, Measured, -8.401000000000002, 52.189369201660156, 20.8653844347648, -1.0625464644859142, 86.06070606078008, -1.9478626934171253, -0.33611797878692545, 4.286841, 85.7835055392025, -1.9419374810401986, 50.353398306308215, 23.683568954467773, 4.268474, 96.15745657278444, -2.163441647282139, 62.71801080116136, -14.315059281272964, -20.99426848542859, -0.912, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163352, SD_2025.01.21_16.33.52_058, 33.95, 31.50, -0.97, 7322.9, 424.0, 7335.2, 3.3, 83.2, 85.5, 33.0, 98765.0, 98765.0, 98765.0, 98765.0, 34.90, 34.44, -3.78, 6233.5, -543.3, 6258.7, -6.2, 0, 0, , 
Wave,20250121_163410, SI_2025.01.21_16.34.10_507, 34.31, 34.53, -3.08, 6743.8, -1051.7, 6825.3, -8.9, 83.2, 86.8, 32.4, -1.9, 3.0, 61.4, 3.2, 34.19, 34.39, -5.04, 5404.9, 157.4, 5440.0, 1.1, 0, 0, , GCQ,20250121_163413, Iron,  Standard,  32.6,  33.3,  5.0,  2234,  -426,  -10.8,  2274,  85.2,  95.9,  3.8,  45.0,  19.0,  32.6,  1.00,  -0.4,  9.5,  16.7,  2.2,  40.1,  2664.2,  11,  -5.2, , TM4,20250121_163413, 2025-01-21 PM 4:34:13, , , Unknown Player, 9 Iron, Premium, 29.565, 2.4, 8.800000000000002, -4.9, 73.079, 9.422, 35.631, 4.868, -3.932, 32.617, 1.1032, 32.528000000000006, 5.319, 2263.81, Measured, -12.198, 41.743019104003906, 14.512912241282303, 3.417745350558882, 70.6783623052625, 5.925259374311885, -1.1005524188070521, 3.76181, 69.61994908115918, 5.8461262168355015, 45.560813307616144, 19.888038635253906, 3.685505, 80.72324538751687, 6.680001422962963, 61.03246153493947, -11.268803707861128, -17.365983123008945, -0.61, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163410, SD_2025.01.21_16.34.10_059, 31.78, 32.00, 5.38, 7328.5, 438.0, 7341.6, 3.4, 67.1, 72.9, 31.4, 98765.0, 98765.0, 98765.0, 98765.0, 31.98, 31.26, 3.99, 4909.5, 532.6, 4976.1, 6.2, 0, 0, , 
Wave,20250121_163428, SI_2025.01.21_16.34.28_508, 31.66, 30.52, 3.59, 5087.9, -225.1, 5092.8, -2.5, 77.2, 83.3, 30.4, 2.7, 4.5, 62.0, 6.4, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,20250121_163428, Iron,  Standard,  34.7,  30.4,  2.8,  4499,  -981,  -12.3,  4605,  88.5,  96.7,  -2.1,  46.1,  19.7,  31.1,  1.12,  -0.4,  6.0,  -7.4,  -7.9,  42.2,  4561.8,  -14,  -7.8, , TM4,20250121_163428, 2025-01-21 PM 4:34:28, , , Unknown Player, 9 Iron, Premium, 30.189, 1.2000000000000002, 7.600000000000001, -2.5, 73.553, 8.004, 35.761, 0.611, -6.989000000000001, 34.445, 1.141, 29.943999999999996, 2.0750000000000006, 4542.38, Measured, -5.704999999999999, 52.67190933227539, 18.715558544691188, 1.2825793346170629, 87.37344805174449, 1.2466706566621446, 0.5041153117569855, 4.376057, 87.89022590964177, 1.2404972704976591, 44.46374766809447, 22.751815795898438, 4.407888, 98.01195242148013, 1.1202106285620004, 63.484100605242496, 2.468237349338853, -7.9751755792907915, -1.943, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163425, SD_2025.01.21_16.34.25_060, 34.04, 28.07, 3.20, 6762.9, -368.0, 6772.9, -3.1, 83.0, 86.5, 33.0, 98765.0, 98765.0, 98765.0, 98765.0, 33.56, 27.60, 0.44, 3891.5, -881.4, 3951.0, -14.6, 0, 0, , 
Wave,20250121_163443, SI_2025.01.21_16.34.43_509, 33.39, 29.64, 1.36, 5066.2, -194.7, 5069.9, -2.2, 83.7, 90.5, 30.8, 2.8, 2.4, 61.3, 4.5, 34.84, 30.72, 0.27, 6416.2, -640.6, 6431.2, -6.0, 0, 0, , GCQ,20250121_163445, Iron,  Standard,  34.3,  37.0,  2.7,  2729,  -14,  -0.3,  2729,  89.8,  98.3,  4.4,  50.5,  24.5,  31.5,  1.09,  -2.2,  4.4,  -3.0,  -1.4,  45.0,  3029.7,  12,  -18.9, , TM4,20250121_163445, 2025-01-21 PM 4:34:45, , , Unknown Player, 9 Iron, Premium, 29.656, -1.6, 4.8, 3.5000000000000004, 65.07200000000002, 3.8920000000000003, , , , 33.8845, 1.1426, 36.81699999999999, 2.365, , Undefined, -10.862, 50.84395217895508, 19.910917358971144, 1.6941289846158294, 84.7380145537117, 2.9693520481623956, -1.1926587074401183, 4.327033, 83.73110479680517, 2.935893228675514, 49.35545077255266, 22.144901275634766, 4.256919, 86.84024557883298, 3.039419728768519, 64.01090236656681, -16.275383612006948, -15.252848213535009, -0.52, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163442, SD_2025.01.21_16.34.42_061, 33.48, 34.53, 2.70, 6528.2, 530.0, 6549.7, 4.6, 82.4, 86.4, 33.0, 98765.0, 98765.0, 98765.0, 98765.0, 33.19, 32.64, 0.17, 5287.4, 391.6, 5287.0, 3.5, 0, 0, , 
Wave,20250121_163501, SI_2025.01.21_16.35.01_510, 33.16, 35.53, 1.79, 6406.4, -514.4, 6427.0, -4.6, 79.6, 83.1, 31.4, -6.8, 4.9, 61.2, 1.1, 34.44, 34.15, -2.39, 6366.9, -180.7, 6420.8, -1.5, 0, 0, , GCQ,20250121_163458, Iron,  Standard,  31.3,  35.1,  14.5,  2733,  968,  19.5,  2899,  77.6,  86.0,  28.6,  47.0,  18.6,  31.5,  0.99,  -1.7,  4.6,  2.8,  -1.9,  43.6,  1731.4,  25,  -21.4, , TM4,20250121_163458, 2025-01-21 PM 4:34:58, , , Unknown Player, 9 Iron, Premium, 29.89, , , , 58.857, 1.0089999999999997, , , , 31.0359, 1.0383, 34.311, 13.617, 2914.41, Measured, 23.131999999999998, 40.82902145385742, 15.182336008550697, 10.383149005646162, 66.02702040673391, 19.697926718904668, 2.1022536077143834, 3.657132, 68.17476563659893, 20.42569524288876, 45.20775454363362, 20.048593521118164, 3.809489, 78.65757447415893, 23.947439205035973, , , , 4.539, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163455, SD_2025.01.21_16.34.55_062, 30.16, 32.27, 14.34, 6537.3, 1925.0, 6814.8, 16.4, 74.1, 80.3, 31.4, 98765.0, 98765.0, 98765.0, 98765.0, 29.36, 28.86, 1.83, 5411.0, 771.2, 5456.3, 8.3, 0, 0, , 
Wave,20250121_163513, SI_2025.01.21_16.35.13_511, 30.28, 33.68, 11.81, 6274.7, 1250.5, 6398.1, 11.3, 70.1, 74.1, 32.1, -1.7, 2.9, 59.1, -0.6, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,20250121_163510, Iron,  Standard,  35.4,  33.2,  -3.1,  3269,  -706,  -12.2,  3344,  93.4,  101.6,  -12.2,  48.2,  22.8,  31.3,  1.13,  -0.2,  5.5,  -11.3,  -3.6,  41.3,  2698.1,  7,  -25.5, , TM4,20250121_163510, 2025-01-21 PM 4:35:10, , , Unknown Player, 9 Iron, Premium, 29.976, 0, 5.200000000000001, 0, 62.93399999999999, 5.17, 36.59, -0.394, -5.594, 34.5777, 1.1535, 32.315000000000005, 0.44299999999999995, 3323.85, Measured, -39.232, 52.728515625, 18.42961015758698, -2.437693975416258, 91.24363020664352, -4.110237008150614, -4.988016630497114, 4.222662, 87.09461228506207, -4.150808946002882, 48.05398583480235, 23.422773361206055, 3.950891, 97.15322624743754, -4.194772002571649, 64.01002234056745, 0.22827176520919457, -21.475378640765925, -4.824, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163507, SD_2025.01.21_16.35.07_063, 34.99, 29.76, -3.08, 7896.2, 269.0, 7900.8, 2.0, 101.2, 107.8, 33.0, 98765.0, 98765.0, 98765.0, 98765.0, 35.60, 32.70, -3.51, 5639.9, -285.0, 5713.7, -4.2, 0, 0, , 
Wave,20250121_163526, SI_2025.01.21_16.35.26_512, 34.60, 30.90, -3.25, 5592.1, -915.1, 5666.5, -9.3, 87.1, 92.5, 29.4, -0.7, 2.5, 65.0, 3.5, 35.88, 32.74, -6.10, 7190.2, -1228.7, 7312.9, -9.5, 0, 0, , GCQ,20250121_163524, Iron,  Standard,  34.8,  33.8,  -0.3,  2788,  -258,  -5.3,  2800,  92.7,  101.8,  -3.3,  47.7,  22.5,  31.6,  1.10,  -1.2,  6.4,  5.2,  -7.0,  39.4,  81.5,  16,  -18.2, , TM4,20250121_163524, 2025-01-21 PM 4:35:24, , , Unknown Player, 9 Iron, Premium, 28.085, 0, 5.799999999999999, -0, 69.80599999999998, 5.773000000000001, 37.156, -0.872, -6.672, 34.429, 1.2259, 33.628, -0.04900000000000001, 2745.72, Measured, -0.12399999999999999, 50.346622467041016, 17.460825458295755, -0.3104850954684138, 88.14902487970592, -0.6240266824575862, -2.1746253079200697, 4.014278, 86.01915187999822, -0.6034572152601138, 44.56037556542345, 23.340606689453125, 3.884974, 98.80323901045892, -0.7244148138902378, 64.4471769978915, -11.979834701501884, -11.790127027403829, -0.529, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163521, SD_2025.01.21_16.35.21_064, 34.56, 29.29, 0.03, 7622.0, 289.0, 7627.5, 2.2, 88.3, 96.0, 33.0, 98765.0, 98765.0, 98765.0, 98765.0, 34.26, 31.44, -1.61, 4787.2, 334.4, 4837.2, 3.5, 0, 0, , 
Wave,20250121_163539, SI_2025.01.21_16.35.39_513, 34.25, 32.16, -0.79, 5892.1, -860.9, 5954.7, -8.3, 85.3, 89.9, 27.3, -4.5, 5.4, 63.9, 4.2, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,20250121_163554, Iron,  Standard,  31.8,  36.9,  4.3,  3389,  41,  0.7,  3389,  78.2,  86.2,  6.8,  49.8,  20.9,  29.5,  1.08,  -2.0,  3.9,  -0.1,  -2.4,  45.2,  2504.6,  0,  -20.4, , TM4,20250121_163554, 2025-01-21 PM 4:35:54, , , Unknown Player, 9 Iron, Premium, 28.087, -1, 4.000000000000001, 1.7999999999999998, 66.555, 3.5269999999999997, 41.00800000000001, 3.6739999999999995, -0.32600000000000007, 31.2977, 1.1143, 36.132, 3.725, 3387.08, Measured, 1.985, 46.29969024658203, 19.39525686929302, 3.1865077885872877, 77.48095803888106, 6.715368320706368, -0.4605845853745064, 4.350303, 77.06305751247484, 6.66732674315988, 47.62365760179974, 22.74943733215332, 4.323036, 87.03740351062154, 7.811495898483355, 64.43192189845196, -7.043412387097211, -15.992914845562675, 1.665, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163551, SD_2025.01.21_16.35.51_065, 30.64, 35.45, 5.18, 8242.4, 614.0, 8265.2, 4.3, 76.6, 79.1, 31.4, 98765.0, 98765.0, 98765.0, 98765.0, 30.94, 33.67, 3.14, 6884.5, 871.7, 6899.9, 6.7, 0, 0, , 
Wave,20250121_163609, SI_2025.01.21_16.36.09_514, 30.73, 35.60, 3.14, 6477.5, 20.5, 6477.5, 0.2, 71.1, 74.7, 30.8, -2.6, 2.4, 59.5, 0.3, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,20250121_163607, Iron,  Standard,  33.0,  36.8,  1.5,  2788,  -92,  -1.9,  2790,  84.3,  92.4,  1.6,  49.7,  22.5,  29.7,  1.11,  -1.2,  4.0,  -2.9,  -4.2,  43.2,  2804.2,  5,  -19.5, , TM4,20250121_163607, 2025-01-21 PM 4:36:07, , , Unknown Player, 9 Iron, Premium, 28.364, -0.4000000000000001, 4.2, 0.7, 67.488, 4.0120000000000005, 40.26, -0.34299999999999997, -4.543, 32.8613, 1.1586, 36.467, 0.235, 2786.76, Measured, 22.014000000000003, 44.75539016723633, 17.363843683842315, 1.3145712868634771, 75.96944271418359, 4.273569942521758, -1.5260129798202933, 4.096838, 74.60932367129249, 4.100743988496848, 47.6037328530636, 21.226747512817383, 4.001211, 84.6523746774511, 5.346261274508194, 65.53963162550868, -9.154070688960532, -15.172550664334098, 3.795, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163604, SD_2025.01.21_16.36.04_066, 31.72, 32.95, 3.92, 7007.0, -183.0, 7009.3, -1.5, 82.0, 88.6, 29.8, 98765.0, 98765.0, 98765.0, 98765.0, 32.61, 32.87, -0.24, 6052.4, 704.1, 6093.6, 6.8, 0, 0, , 
Wave,20250121_163622, SI_2025.01.21_16.36.22_515, 32.09, 33.86, 0.25, 5743.9, 141.0, 5745.6, 1.4, 77.5, 81.9, 28.9, 0.3, -0.6, 58.1, -0.6, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,20250121_163619, Iron,  Standard,  32.7,  37.4,  2.8,  2640,  226,  4.9,  2650,  83.4,  92.6,  6.6,  50.0,  22.5,  29.9,  1.09,  -1.8,  3.3,  -0.6,  -2.8,  44.3,  2609.7,  7,  -19.9, , TM4,20250121_163619, 2025-01-21 PM 4:36:19, , , Unknown Player, 9 Iron, Premium, 28.314, -1, 3.3999999999999995, 2.1, 65.243, 2.858, 40.247, 1.989, -1.4110000000000003, 32.1491, 1.1354, 36.55499999999999, 2.1610000000000005, 2637.71, Measured, 15.998, 48.70106506347656, 20.262102574630447, 2.8975642421853163, 80.98632423991067, 5.989204383215555, -0.5801023559518, 4.348281, 80.49085625467096, 5.944241728949845, 49.28598673994249, 23.286535263061523, 4.31562, 90.8440206205435, 6.88187593774164, 64.89401914400342, -10.549400664936197, -14.663557687491856, 2.913, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163616, SD_2025.01.21_16.36.16_067, 31.42, 36.37, 4.48, 6435.5, -1925.0, 6717.2, -16.7, 73.2, 74.9, 31.4, 98765.0, 98765.0, 98765.0, 98765.0, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , 
Wave,20250121_163634, SI_2025.01.21_16.36.34_516, 31.56, 35.52, 1.59, 6453.6, 60.7, 6453.9, 0.5, 73.9, 77.7, 30.3, -2.9, 1.0, 59.1, -1.3, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,20250121_163635, Iron,  Standard,  32.3,  30.9,  0.5,  4479,  -31,  -0.4,  4479,  79.6,  86.8,  0.6,  45.1,  17.3,  30.5,  1.06,  -1.4,  4.2,  -4.2,  -3.3,  43.9,  2756.6,  12,  -30.8, , TM4,20250121_163635, 2025-01-21 PM 4:36:35, , , Unknown Player, 9 Iron, Premium, 29.038, -1.6, 4, 3.3000000000000003, 62.555, 3.0089999999999995, 36.706, -1.4239999999999997, -5.424000000000001, 32.1512, 1.1072, 30.499999999999996, -0.342, 4471.71, Measured, 3.266, 47.35979080200195, 16.59394068881878, 0.03213319450227232, 80.37734009151528, 0.8778896109744522, -1.25785882465157, 4.276319, 79.09007238235502, 0.8309437649073464, 43.86520902250322, 21.07819366455078, 4.191523, 88.76201215665164, 1.1780917058050477, 65.02497221820317, -14.662505593817816, -18.344814426392162, 1.303, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163632, SD_2025.01.21_16.36.32_068, 31.28, 29.81, 1.13, 7200.9, 244.0, 7205.0, 1.9, 77.4, 80.9, 31.4, 98765.0, 98765.0, 98765.0, 98765.0, 32.52, 32.55, -1.55, 7282.7, -19.6, 7301.0, -0.7, 0, 0, , 
Wave,20250121_163650, SI_2025.01.21_16.36.50_517, 32.01, 29.35, -0.69, 5221.3, -175.8, 5224.2, -1.9, 78.1, 85.0, 30.5, 0.1, 0.4, 60.8, 0.7, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,20250121_163649, Iron,  Standard,  31.6,  37.1,  1.3,  1806,  -260,  -8.2,  1825,  81.8,  91.4,  -0.9,  47.7,  20.5,  29.8,  1.06,  0.8,  3.2,  -3.0,  2.3,  44.5,  993.2,  0,  -12.0, , TM4,20250121_163649, 2025-01-21 PM 4:36:49, , , Unknown Player, 9 Iron, Premium, 28.89, 1.6, 4.999999999999999, -3.4000000000000004, 72.551, 5.447, 39.346, -0.571, -5.571000000000001, 31.0979, 1.0764, 36.733, -0.05399999999999999, 1826.73, Measured, 40.117999999999995, 42.85541534423828, 16.710597836551255, 1.6426573622426568, 71.89435576053417, 4.108166066079782, 0.2446650228994286, 3.804998, 72.13567847145731, 4.129258024900701, 45.43287240382241, 21.23676109313965, 3.821205, 84.59801849919208, 5.2200561878239, 64.80164059462926, -7.231448337265399, -15.431792254648936, 4.197, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_163646, SD_2025.01.21_16.36.46_069, 31.18, 35.41, 1.77, 6118.5, 721.0, 6160.8, 6.7, 69.3, 72.9, 31.4, 98765.0, 98765.0, 98765.0, 98765.0, 30.04, 31.31, 0.56, 4812.5, 571.4, 4826.6, 6.6, 0, 0, , 
